nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y 
 902,   10,   61,   11,   63,   11,   64,   10,   65,    0,   29,    0,   20,    0,   56,    1,   32,    1,   32,   10,   58,   10,   41,    1,   61,    1,   21,    1,   37,   10,   48
 903,   11,   58,   10,   39,    1,   60,    1,   43,    1,   46,    0,   37,    1,   19,   11,   55,    0,   58,    0,   35,   10,   60,    1,   42,    1,   32,    0,   54,   10,   40
 904,   11,   56,   10,   45,    0,   46,   11,   55,    0,   55,   10,   44,    0,   27,   10,   46,   11,   58,    0,   18,    1,   59,    1,   15,    1,   62,    1,   34,    0,   40
 905,   10,   56,    0,   51,    1,   40,    0,   47,   10,   42,   10,   44,    1,   34,   11,   65,    1,   64,   10,   46,    1,   50,   11,   59,   11,   65,   10,   61,   10,   64
 906,   10,   64,   10,   40,   10,   49,    0,   46,    0,   26,    1,   51,    0,   20,    0,   51,   11,   59,   11,   57,    1,   32,   11,   61,   11,   55,   10,   64,    1,   15
 907,    0,   51,    0,   33,   10,   40,   10,   40,    0,   35,   10,   54,    0,   62,   10,   61,   10,   58,   11,   54,    0,   45,    1,   46,   10,   41,   11,   64,    0,   26
 908,    0,   49,   11,   64,    1,   15,   11,   65,    0,   24,    1,   62,   10,   63,    0,   57,   10,   46,   11,   65,   11,   63,    0,   25,   10,   63,    0,   55,    0,   25
 909,   10,   47,    1,   38,    0,   45,    1,   29,    1,   36,    1,   40,   11,   55,   11,   58,    1,   61,   10,   61,    0,   54,   11,   56,    0,   46,   10,   50,    0,   65
 910,    1,   28,    1,   41,   11,   60,   10,   63,    1,   54,   10,   43,   11,   57,   11,   59,    0,   37,    1,   64,    1,   59,   11,   63,   11,   55,   11,   62,    0,   62
 911,   10,   37,   10,   57,   11,   64,   11,   58,    0,   39,    0,   47,   10,   45,    0,   59,    1,   56,   11,   62,   10,   44,   10,   58,   11,   54,    1,   41,    0,   26
 912,    1,   35,    0,   51,    0,   62,    1,   45,   11,   62,    0,   52,    1,   15,   11,   65,    1,   22,   10,   39,   11,   55,   11,   63,    1,   48,   10,   50,    0,   47
 913,   10,   45,    0,   36,   11,   55,   10,   51,    1,   52,   10,   38,    0,   64,    1,   53,   11,   64,   10,   65,    1,   55,   10,   51,   10,   56,   10,   61,    0,   53
 914,   10,   36,   11,   59,   11,   61,   11,   63,    0,   52,    0,   49,    0,   45,   10,   49,    0,   65,    1,   62,    0,   39,   11,   64,    1,   46,   10,   53,    1,   60
 915,   10,   54,   10,   59,   10,   54,   11,   64,    0,   63,    0,   34,    1,   53,   10,   44,   10,   65,    1,   15,    1,   31,   10,   61,   11,   54,   11,   59,    1,   48
 916,   10,   61,    0,   36,   10,   60,    0,   41,   10,   36,    0,   32,   11,   57,   10,   59,    0,   38,    0,   54,   11,   64,    1,   19,   11,   63,    0,   43,    1,   25
 917,   10,   56,   10,   54,   10,   60,   11,   64,   10,   42,   11,   60,   10,   60,   11,   61,    1,   15,    1,   57,    1,   55,   11,   56,   11,   62,    1,   61,    0,   55
 918,   10,   38,    1,   64,   10,   47,    0,   24,   11,   57,   10,   48,    1,   44,   11,   63,    1,   55,    0,   34,   11,   58,    0,   53,   10,   55,   10,   39,   11,   55
 919,   11,   64,    0,   27,   11,   54,   10,   40,    1,   31,    1,   34,    0,   33,    0,   53,   10,   56,    1,   35,    0,   53,   11,   61,   10,   52,   10,   44,   11,   61
 920,    1,   46,    0,   48,   10,   52,    0,   55,   10,   52,    1,   16,    0,   59,    1,   46,   10,   39,   11,   57,    0,   27,   10,   53,   10,   51,   10,   40,    1,   63
 921,    1,   53,   11,   56,    1,   20,    1,   58,   10,   41,    0,   32,   10,   42,    1,   39,   10,   53,   10,   44,   10,   56,   10,   42,   10,   59,   10,   47,   10,   49
 922,   11,   58,   10,   37,    1,   33,    1,   15,   10,   40,   11,   54,    1,   21,    0,   37,   10,   44,    1,   61,    0,   55,    1,   55,    0,   43,    0,   26,   10,   46
 923,    0,   56,    1,   43,   11,   57,    1,   30,   11,   64,    1,   13,   11,   64,   10,   56,   10,   58,   11,   59,    1,   61,    0,   54,   10,   37,    0,   57,   11,   61
 924,   11,   54,    1,   37,   10,   45,   10,   53,   10,   55,    0,   60,    0,   29,    0,   28,   10,   40,    0,   36,   10,   52,    1,   55,    0,   38,   10,   52,    1,   40
 925,    1,   41,   11,   55,    1,   65,   10,   54,    0,   59,   11,   55,    1,   45,   10,   48,   10,   41,    0,   32,   11,   65,   10,   44,   11,   61,   11,   55,    0,   47
 926,   11,   65,    1,   16,    0,   63,    0,   18,   11,   57,    0,   32,   11,   60,   11,   64,   11,   60,    1,   49,   11,   61,    0,   43,    0,   42,   11,   58,    1,   24
 927,    1,   57,   10,   45,   11,   60,    0,   20,   10,   37,   11,   59,   10,   36,   10,   58,   10,   65,   10,   64,   11,   60,    1,   63,   11,   60,    1,   36,    1,   25
 928,   11,   62,   11,   57,   10,   53,    1,   37,   10,   39,   11,   65,   10,   47,   11,   61,   10,   47,   11,   58,    0,   52,    1,   45,   10,   65,    0,   61,   10,   63
 929,   10,   43,   10,   60,    1,   19,   11,   65,    1,   60,   10,   51,   10,   60,   11,   60,    0,   53,    1,   41,    1,   42,   11,   62,   10,   49,    1,   23,    1,   38
 930,   11,   61,    0,   24,   11,   58,    0,   18,   11,   56,   10,   51,    0,   49,    1,   17,    0,   33,   11,   56,   11,   63,    1,   61,   10,   56,   11,   59,   11,   64
 931,   11,   57,   10,   48,    1,   62,    1,   52,   10,   40,   10,   38,    1,   47,    1,   15,    1,   20,    1,   45,   11,   65,    1,   15,   10,   40,   11,   59,    0,   62
 932,    1,   54,    0,   63,   11,   57,    0,   63,   11,   59,    1,   28,   10,   47,    1,   29,   11,   55,    0,   50,   11,   57,   10,   58,   11,   64,   11,   54,   11,   59
 933,    1,   12,   10,   46,   10,   61,   10,   52,    0,   51,   11,   55,    1,   45,   10,   58,   10,   51,   10,   38,   10,   36,    1,   64,   10,   55,    1,   15,   11,   57
 934,   11,   59,    1,   17,   10,   47,    1,   19,    1,   65,    1,   65,   11,   64,   11,   56,   11,   55,   11,   59,    0,   51,   10,   52,    0,   49,   10,   48,   11,   58
 935,    0,   18,    0,   30,    0,   31,   11,   56,   10,   51,   11,   63,    1,   37,   11,   56,    0,   43,   11,   60,    1,   16,   11,   62,   11,   61,   10,   40,   11,   61
 936,   10,   56,    1,   62,   11,   59,    0,   58,    1,   49,    0,   55,   10,   61,    0,   26,    0,   36,    0,   44,   11,   64,   10,   62,    1,   38,    0,   49,   10,   49
 937,    1,   19,   11,   56,    1,   49,   10,   51,    0,   55,   10,   65,   10,   49,   11,   60,    0,   20,   11,   57,    0,   27,   10,   36,    1,   32,   10,   51,   11,   57
 938,    1,   37,   10,   55,    1,   36,    1,   23,    1,   58,   10,   49,   10,   49,   11,   57,    0,   25,   11,   65,   10,   62,   10,   51,    1,   29,   11,   63,    1,   51
 939,    0,   40,   11,   59,    0,   45,   10,   41,   10,   40,   10,   56,    0,   44,    1,   50,    0,   27,   11,   58,   10,   64,    0,   63,    0,   29,    1,   42,    1,   34
 940,    1,   23,   10,   42,    1,   58,   10,   52,   11,   55,    1,   63,   10,   45,   11,   60,    0,   54,   10,   56,   10,   39,    1,   19,    1,   30,    1,   62,    0,   63
 941,    0,   35,   11,   58,   11,   61,    0,   44,    1,   20,   10,   65,   10,   49,   10,   53,   10,   38,   10,   52,   11,   61,   10,   55,    1,   39,    1,   53,   10,   64
 942,   10,   56,   11,   60,    1,   13,    1,   62,    1,   29,   11,   57,    0,   46,   10,   47,    1,   24,    1,   55,    0,   57,   11,   64,    0,   59,    1,   43,   11,   58
 943,    1,   28,   11,   57,   11,   64,    1,   37,   10,   58,    1,   50,    0,   52,    1,   60,   10,   45,    1,   35,    1,   25,    1,   20,    1,   47,   10,   47,   10,   49
 944,   11,   56,    0,   63,   11,   56,    1,   39,   11,   58,   10,   37,    1,   42,   11,   58,   11,   59,    0,   27,    1,   39,   11,   62,   10,   49,    1,   50,   11,   55
 945,   10,   63,    0,   41,   11,   55,   10,   44,    1,   12,   10,   45,    1,   48,    1,   22,   11,   56,   11,   60,   11,   64,   10,   52,    1,   18,   10,   47,    0,   44
 946,    0,   21,   11,   54,   11,   58,   10,   57,    1,   54,   11,   64,    0,   53,    1,   37,   10,   44,   11,   65,    0,   64,   10,   46,   10,   38,    1,   64,   10,   44
 947,    1,   65,   11,   54,   10,   41,    0,   51,   10,   43,   10,   54,    0,   33,   10,   44,   11,   58,   10,   61,    1,   31,   11,   55,   11,   62,    0,   44,   10,   61
 948,   10,   54,   11,   55,    0,   41,    1,   18,   10,   47,    1,   65,    0,   38,   10,   59,   11,   55,    0,   45,   10,   48,    0,   44,   11,   54,    0,   30,   11,   65
 949,    0,   65,    0,   18,   11,   54,    1,   47,   10,   58,    0,   45,   11,   65,   11,   57,    1,   58,   10,   42,    1,   51,    0,   29,    1,   40,   10,   41,    1,   15
 950,   10,   60,   11,   60,    0,   50,   11,   59,   10,   59,   11,   65,    1,   17,    0,   63,    0,   65,    0,   55,    0,   61,   11,   64,   10,   57,    1,   62,    1,   53
 951,    0,   53,   11,   62,   11,   58,   10,   63,    0,   18,    0,   58,   10,   61,   10,   36,    1,   37,   10,   59,   10,   64,    1,   35,    0,   37,   11,   64,    1,   26
 952,    0,   64,   10,   58,    0,   61,   11,   61,   11,   63,   11,   54,    0,   36,   11,   64,    0,   26,   11,   64,   10,   51,    0,   21,   10,   57,    1,   17,   10,   52
 953,   11,   56,   10,   42,   10,   39,    1,   16,    1,   31,   10,   64,    1,   37,    0,   59,   10,   64,    1,   21,    0,   20,   10,   41,    0,   48,   10,   44,    1,   46
 954,   11,   55,   11,   60,   10,   38,    0,   39,    1,   60,    1,   50,    1,   57,   11,   58,   11,   60,   11,   54,    0,   22,   10,   36,    1,   24,   11,   65,   11,   63
 955,   10,   42,   10,   52,   10,   37,   11,   64,    0,   52,   10,   40,   10,   38,    1,   40,   10,   37,   10,   58,   11,   64,    0,   33,   10,   60,    0,   41,   10,   64
 956,    1,   19,   11,   58,    0,   64,    0,   33,   10,   58,    1,   49,    0,   63,   10,   42,    1,   59,    0,   42,   10,   63,    0,   42,   10,   41,   10,   46,    0,   39
 957,    1,   16,    0,   28,   11,   56,    0,   32,   10,   50,    0,   41,   11,   63,   11,   59,   11,   56,    1,   25,   11,   64,   10,   65,    0,   41,   11,   65,   10,   53
 958,   11,   58,    1,   56,   10,   36,    0,   41,   11,   61,   10,   54,    1,   15,    0,   62,   10,   57,    0,   52,   10,   41,    0,   30,    0,   27,    1,   50,   10,   54
 959,   11,   59,   11,   58,    0,   52,    1,   28,   11,   61,   11,   64,   10,   41,    1,   25,   11,   56,   10,   48,    0,   22,    1,   61,    0,   33,    1,   39,   10,   37
 960,   10,   60,   10,   57,   11,   60,   11,   54,   10,   50,    1,   63,   10,   39,    0,   61,    0,   43,   10,   52,   11,   58,   10,   50,    1,   32,   11,   63,    1,   19
 961,    0,   35,    1,   22,   10,   45,    1,   21,   11,   65,   11,   56,    0,   51,    0,   31,    0,   44,    0,   65,   10,   49,   11,   56,   10,   46,    0,   38,   10,   46
 962,   11,   58,    0,   34,    1,   18,    1,   15,   11,   56,    1,   17,    1,   28,   11,   57,   11,   61,    0,   63,   11,   61,   11,   56,   10,   44,    1,   31,   11,   62
 963,    1,   52,    0,   41,    1,   33,    0,   63,    1,   14,   11,   65,    0,   57,    0,   42,   10,   40,   11,   58,   10,   62,   11,   65,    1,   33,   10,   46,    0,   43
 964,    1,   57,    0,   62,    0,   48,   11,   55,    0,   29,    1,   26,    1,   46,    0,   51,    1,   33,    1,   29,    1,   19,    0,   24,   11,   65,   11,   57,    0,   22
 965,   10,   54,    0,   62,    0,   18,    1,   13,    0,   19,   10,   37,   11,   57,    0,   55,    0,   50,    1,   52,    0,   62,   10,   65,   10,   47,   11,   54,   10,   49
 966,   10,   51,   10,   61,   11,   65,    1,   25,    0,   46,   10,   65,    1,   27,    0,   33,    0,   18,    0,   42,   11,   61,    0,   46,    1,   24,   11,   54,    1,   44
 967,    1,   19,    0,   42,    0,   54,    1,   19,   11,   61,   11,   59,   10,   40,   10,   36,   10,   40,    0,   56,   10,   37,    1,   52,    0,   38,   11,   58,   10,   63
 968,    1,   57,   10,   63,   10,   51,    1,   41,   10,   62,    1,   56,   10,   51,   11,   58,    1,   32,   11,   58,   11,   61,    0,   40,    0,   65,    1,   12,   10,   42
 969,   11,   57,   10,   41,    1,   34,   10,   50,    0,   45,    0,   53,   10,   65,    1,   45,    1,   46,   11,   61,   11,   64,   11,   65,    0,   34,   10,   43,   10,   39
 970,    1,   24,   10,   38,   11,   62,    1,   63,   10,   57,   11,   63,   11,   59,   10,   47,   11,   57,   10,   61,    0,   20,    1,   62,    0,   57,   11,   57,   11,   59
 971,    1,   53,   10,   43,   11,   57,    1,   27,   10,   46,    0,   24,    1,   41,   10,   39,    0,   22,   11,   60,   11,   65,   11,   65,    0,   62,    1,   12,    0,   21
 972,   11,   60,    0,   54,   11,   61,   10,   63,    1,   37,   11,   56,   10,   36,    0,   28,    1,   49,    0,   25,    0,   34,   11,   60,    0,   21,    0,   28,    1,   30
 973,    1,   16,   10,   57,    1,   20,    0,   55,   10,   63,   10,   63,    1,   58,    1,   42,    0,   61,   10,   63,   11,   61,   11,   55,   10,   37,    0,   39,   10,   51
 974,    0,   28,   10,   60,    0,   37,   10,   57,    0,   56,   10,   49,   11,   65,   11,   65,    0,   60,    0,   58,    0,   18,    0,   34,   10,   42,   10,   43,   11,   63
 975,    0,   59,   10,   38,   11,   54,   11,   59,   11,   60,   11,   57,    0,   51,   11,   54,   10,   64,   10,   44,   10,   58,   11,   55,   10,   58,   11,   54,   10,   62
 976,    0,   59,    1,   64,   11,   58,    1,   59,    1,   15,    1,   36,   11,   55,    0,   21,    1,   52,   10,   65,   11,   59,    1,   49,   11,   59,   11,   59,   11,   60
 977,   11,   54,   11,   54,    1,   31,    1,   45,   11,   65,    0,   35,   10,   46,   11,   57,    0,   37,    1,   56,    1,   58,   10,   38,   11,   58,    1,   44,   10,   64
 978,    0,   53,    1,   26,    1,   38,    0,   41,   11,   57,    0,   63,    1,   49,    1,   65,   10,   62,   10,   38,    1,   18,   11,   57,    0,   44,    0,   47,   10,   55
 979,   11,   64,   10,   57,   10,   55,   11,   64,    1,   33,    1,   62,   10,   57,   11,   65,    1,   38,    0,   21,    1,   51,   11,   59,   10,   48,   10,   48,    1,   42
 980,    0,   58,   10,   42,    1,   30,   10,   58,   10,   38,    1,   43,    0,   31,   10,   50,   11,   61,   11,   55,    1,   58,   10,   43,   11,   55,   11,   64,   11,   58
 981,   10,   49,    0,   62,    0,   35,    0,   22,   11,   65,    0,   62,   10,   51,    1,   36,    1,   39,    1,   55,    0,   27,    0,   21,   11,   61,   10,   54,   10,   36
 982,    0,   35,    1,   15,   11,   55,    0,   56,    0,   24,    0,   59,   11,   65,    1,   22,    1,   43,    0,   30,   11,   57,   11,   64,   10,   41,    0,   39,    0,   19
 983,    1,   57,   10,   47,   11,   56,    1,   45,    1,   20,   10,   51,   11,   56,    1,   56,   10,   46,    0,   18,   10,   46,    1,   46,   10,   45,    0,   22,   10,   36
 984,    1,   19,   11,   63,   10,   60,    0,   48,   11,   58,   11,   61,    0,   41,    1,   28,   10,   55,    1,   26,    1,   34,   11,   54,    1,   23,    1,   35,   11,   65
 985,    0,   56,   10,   53,   11,   58,   10,   54,   10,   43,   11,   62,    1,   29,   11,   61,   11,   54,   10,   48,   11,   58,   11,   54,   10,   45,   11,   58,    0,   64
 986,    1,   53,   11,   60,    1,   19,   10,   63,    0,   60,   11,   61,    1,   30,   10,   54,    1,   28,   10,   64,    0,   53,    1,   42,    0,   51,   11,   63,   10,   40
 987,   11,   58,   11,   59,   11,   54,   10,   53,    1,   30,    1,   26,   11,   54,   11,   64,    1,   59,   11,   57,   10,   52,    1,   41,    1,   41,    1,   17,    0,   58
 988,    0,   34,   11,   58,   11,   60,   10,   43,   11,   63,   10,   41,   10,   61,   10,   44,   10,   65,   11,   54,   11,   58,   10,   61,   10,   58,   10,   44,    1,   32
 989,    0,   41,    0,   52,   11,   64,    0,   32,    1,   36,    1,   63,    1,   40,   11,   64,   10,   62,   10,   51,   10,   58,   10,   65,   11,   59,   11,   55,    0,   34
 990,    0,   52,   11,   55,    0,   31,   10,   58,    0,   23,    1,   32,    0,   47,   10,   58,    1,   14,    1,   42,   11,   56,   11,   60,    1,   62,   11,   64,   11,   63
 991,   10,   54,    1,   42,   11,   62,    0,   48,   11,   57,   10,   39,   10,   43,   11,   61,   10,   63,   11,   65,   10,   55,    1,   34,    1,   63,    1,   51,   10,   37
 992,    0,   33,    1,   54,    0,   33,    0,   42,   11,   55,    0,   25,    0,   59,    0,   37,   10,   41,   10,   55,    1,   50,   11,   57,   11,   61,   10,   47,   11,   58
 993,    0,   54,    0,   58,    1,   30,    1,   51,   10,   46,    1,   34,    1,   30,   11,   58,    0,   31,    0,   28,   10,   43,   10,   44,   11,   60,    1,   38,    0,   44
 994,    0,   20,    1,   46,    0,   46,    1,   59,   10,   56,    0,   35,   11,   57,    0,   38,    1,   32,   11,   57,    1,   20,   10,   60,   11,   58,   10,   56,   10,   38
 995,   10,   37,   10,   60,    1,   13,   11,   64,    1,   50,    0,   19,    1,   17,   10,   51,    1,   51,    1,   34,    1,   38,    1,   63,   11,   64,   11,   65,   11,   62
 996,    1,   63,   10,   52,   11,   64,    1,   53,    0,   18,   11,   57,   10,   40,    1,   49,   10,   62,   10,   65,   10,   60,    0,   24,    1,   17,    0,   61,   11,   54
 997,    0,   22,   11,   61,    0,   57,   10,   43,    0,   49,   11,   64,    0,   27,   10,   65,   11,   54,   11,   65,   11,   57,   11,   56,    0,   24,    1,   44,    0,   33
