nExp, Time,  AVy,  A0x,  A0y 
 810,    1,    4,    0,   58
 810,    2,   10,    0,   57
 810,    3,   16,    0,   56
 810,    4,   22,    0,   55
 810,    5,   28,    0,   54
 810,    6,   34,    0,   53
 810,    7,   40,    0,   52
 810,    8,   46,    0,   51
 810,    9,   52,    0,   50
 810,   10,   58,    0,   49
 810,   11,   64,    0,   48
   0,  811,    0,   11,   63
 811,    1,    5,   11,   62
 811,    2,   11,   11,   61
 811,    3,   17,   11,   60
 811,    4,   23,   11,   59
 811,    5,   29,   11,   58
 811,    6,   35,   11,   57
 811,    7,   41,   10,   57
 811,    8,   47,    9,   57
 811,    9,   53,    8,   57
 811,   10,   59,    7,   57
   0,  812,    0,    1,   48
 812,    1,    0,    2,   48
 812,    2,    6,    3,   48
 812,    3,   12,    4,   48
 812,    4,   18,    5,   48
 812,    5,   24,    6,   48
 812,    6,   30,    7,   48
 812,    7,   36,    8,   48
 812,    8,   42,    9,   48
 812,    9,   48,   10,   48
 812,   10,   54,   11,   48
 812,   11,   60,   10,   48
   0,  813,    0,    1,   22
 813,    1,    1,    1,   21
 813,    2,    7,    2,   21
 813,    3,   13,    3,   21
 813,    4,   19,    4,   21
   0,  814,    0,    1,   54
 814,    1,    4,    1,   53
 814,    2,   10,    1,   52
 814,    3,   16,    1,   51
 814,    4,   22,    2,   51
 814,    5,   28,    3,   51
 814,    6,   34,    4,   51
 814,    7,   40,    5,   51
 814,    8,   46,    6,   51
 814,    9,   52,    7,   51
 814,   10,   58,    8,   51
 814,   11,   64,    9,   51
   0,  815,    0,   11,   65
 815,    1,    5,   11,   64
 815,    2,   11,   11,   63
 815,    3,   17,   11,   62
 815,    4,   23,   11,   61
 815,    5,   29,   11,   60
 815,    6,   35,   11,   59
 815,    7,   41,   11,   58
 815,    8,   47,   11,   57
 815,    9,   53,   11,   56
 815,   10,   59,   11,   55
   0,  816,    0,   11,   62
 816,    1,    0,   11,   61
 816,    2,    6,   11,   60
 816,    3,   12,   11,   59
 816,    4,   18,   10,   59
 816,    5,   24,    9,   59
 816,    6,   30,    8,   59
 816,    7,   36,    7,   59
 816,    8,   42,    6,   59
 816,    9,   48,    5,   59
 816,   10,   54,    4,   59
   0,  817,    0,   10,   57
 817,    1,    1,   10,   56
 817,    2,    7,   10,   55
 817,    3,   13,   10,   54
 817,    4,   19,   10,   53
 817,    5,   25,   10,   52
 817,    6,   31,   10,   51
 817,    7,   37,   10,   50
 817,    8,   43,   10,   49
 817,    9,   49,   10,   48
 817,   10,   55,   10,   47
 817,   11,   61,   10,   46
   0,  818,    0,    0,   62
 818,    1,    2,    0,   61
 818,    2,    8,    0,   60
 818,    3,   14,    0,   59
 818,    4,   20,    0,   58
 818,    5,   26,    1,   58
 818,    6,   32,    2,   58
 818,    7,   38,    3,   58
 818,    8,   44,    4,   58
 818,    9,   50,    5,   58
 818,   10,   56,    6,   58
 818,   11,   62,    7,   58
   0,  819,    0,   10,   53
 819,    1,    3,   10,   52
 819,    2,    9,   10,   51
 819,    3,   15,   10,   50
 819,    4,   21,   10,   49
 819,    5,   27,   10,   48
 819,    6,   33,   10,   47
 819,    7,   39,   10,   46
 819,    8,   45,   10,   45
 819,    9,   51,   10,   44
 819,   10,   57,   10,   43
 819,   11,   63,   10,   42
   0,  820,    0,    1,   46
 820,    1,    4,    1,   45
 820,    2,   10,    1,   44
 820,    3,   16,    1,   43
 820,    4,   22,    1,   42
 820,    5,   28,    1,   41
 820,    6,   34,    1,   40
 820,    7,   40,    1,   39
 820,    8,   46,    1,   38
 820,    9,   52,    1,   37
 820,   10,   58,    1,   36
 820,   11,   64,    2,   36
   0,  821,    0,   10,   62
 821,    1,    5,   10,   61
 821,    2,   11,   10,   60
 821,    3,   17,   10,   59
 821,    4,   23,   10,   58
 821,    5,   29,   10,   57
 821,    6,   35,   10,   56
 821,    7,   41,   10,   55
 821,    8,   47,   10,   54
 821,    9,   53,   10,   53
 821,   10,   59,   10,   52
   0,  822,    0,   10,   42
 822,    1,    0,   10,   41
 822,    2,    6,   10,   40
 822,    3,   12,   10,   39
 822,    4,   18,   10,   38
 822,    5,   24,   10,   37
 822,    6,   30,   10,   36
 822,    7,   36,   10,   35
 822,    8,   42,   10,   34
 822,    9,   48,   10,   33
 822,   10,   54,   10,   32
 822,   11,   60,   10,   31
   0,  823,    0,    1,   25
 823,    1,    1,    1,   24
 823,    2,    7,    1,   23
 823,    3,   13,    1,   22
 823,    4,   19,    1,   21
 823,    5,   25,    1,   20
 823,    6,   31,    1,   19
 823,    7,   37,    1,   18
 823,    8,   43,    1,   17
 823,    9,   49,    1,   16
 823,   10,   55,    1,   15
 823,   11,   61,    1,   14
   0,  824,    0,   11,   64
 824,    1,    2,   11,   63
 824,    2,    8,   11,   62
 824,    3,   14,   11,   61
 824,    4,   20,   11,   60
 824,    5,   26,   11,   59
 824,    6,   32,   10,   59
 824,    7,   38,    9,   59
 824,    8,   44,    8,   59
 824,    9,   50,    7,   59
 824,   10,   56,    6,   59
 824,   11,   62,    5,   59
   0,  825,    0,   10,   41
 825,    1,    3,   10,   40
 825,    2,    9,   10,   39
 825,    3,   15,   10,   38
 825,    4,   21,   10,   37
 825,    5,   27,   10,   36
 825,    6,   33,   10,   35
 825,    7,   39,   10,   34
 825,    8,   45,   10,   33
 825,    9,   51,   10,   32
 825,   10,   57,    9,   32
 825,   11,   63,    8,   32
   0,  826,    0,    0,   24
 826,    1,    4,    0,   23
 826,    2,   10,    0,   22
 826,    3,   16,    0,   21
 826,    4,   22,    0,   20
 826,    5,   28,    0,   19
 826,    6,   34,    1,   19
 826,    7,   40,    2,   19
 826,    8,   46,    3,   19
 826,    9,   52,    4,   19
 826,   10,   58,    5,   19
 826,   11,   64,    6,   19
   0,  827,    0,    1,   48
 827,    1,    5,    1,   47
 827,    2,   11,    1,   46
 827,    3,   17,    1,   45
 827,    4,   23,    1,   44
 827,    5,   29,    1,   43
 827,    6,   35,    1,   42
 827,    7,   41,    1,   41
 827,    8,   47,    1,   40
 827,    9,   53,    1,   39
 827,   10,   59,    1,   38
   0,  828,    0,    0,   50
 828,    1,    0,    0,   49
 828,    2,    6,    0,   48
 828,    3,   12,    0,   47
 828,    4,   18,    0,   46
 828,    5,   24,    0,   45
 828,    6,   30,    0,   44
 828,    7,   36,    0,   43
 828,    8,   42,    0,   42
 828,    9,   48,    0,   41
 828,   10,   54,    0,   40
 828,   11,   60,    0,   39
   0,  829,    0,   11,   63
 829,    1,    1,   11,   62
 829,    2,    7,   11,   61
 829,    3,   13,   11,   60
 829,    4,   19,   11,   59
 829,    5,   25,   10,   59
 829,    6,   31,    9,   59
 829,    7,   37,    8,   59
 829,    8,   43,    7,   59
 829,    9,   49,    6,   59
 829,   10,   55,    5,   59
   0,  830,    0,    1,   46
 830,    1,    2,    1,   45
 830,    2,    8,    1,   44
 830,    3,   14,    1,   43
 830,    4,   20,    1,   42
 830,    5,   26,    1,   41
 830,    6,   32,    1,   40
 830,    7,   38,    1,   39
 830,    8,   44,    1,   38
 830,    9,   50,    1,   37
 830,   10,   56,    1,   36
 830,   11,   62,    1,   35
   0,  831,    0,   11,   64
 831,    1,    3,   11,   63
 831,    2,    9,   11,   62
 831,    3,   15,   11,   61
 831,    4,   21,   10,   61
 831,    5,   27,    9,   61
 831,    6,   33,    8,   61
 831,    7,   39,    7,   61
 831,    8,   45,    6,   61
 831,    9,   51,    5,   61
 831,   10,   57,    4,   61
   0,  832,    0,    1,   49
 832,    1,    2,    1,   48
 832,    2,    8,    1,   47
 832,    3,   14,    1,   46
 832,    4,   20,    1,   45
 832,    5,   26,    1,   44
 832,    6,   32,    1,   43
 832,    7,   38,    1,   42
 832,    8,   44,    1,   41
 832,    9,   50,    1,   40
 832,   10,   56,    1,   39
 832,   11,   62,    1,   38
   0,  833,    0,    0,   44
 833,    1,    3,    0,   43
 833,    2,    9,    0,   42
 833,    3,   15,    0,   41
 833,    4,   21,    0,   40
 833,    5,   27,    0,   39
 833,    6,   33,    0,   38
 833,    7,   39,    0,   37
 833,    8,   45,    0,   36
 833,    9,   51,    0,   35
 833,   10,   57,    0,   34
 833,   11,   63,    0,   33
   0,  834,    0,    1,   35
 834,    1,    4,    1,   34
 834,    2,   10,    1,   33
 834,    3,   16,    1,   32
 834,    4,   22,    1,   31
 834,    5,   28,    1,   30
 834,    6,   34,    1,   29
 834,    7,   40,    1,   28
 834,    8,   46,    1,   27
 834,    9,   52,    1,   26
 834,   10,   58,    2,   26
 834,   11,   64,    3,   26
   0,  835,    0,    1,   47
 835,    1,    5,    1,   46
 835,    2,   11,    1,   45
 835,    3,   17,    1,   44
 835,    4,   23,    1,   43
 835,    5,   29,    1,   42
 835,    6,   35,    1,   41
 835,    7,   41,    1,   40
 835,    8,   47,    1,   39
 835,    9,   53,    1,   38
 835,   10,   59,    1,   37
   0,  836,    0,   11,   59
 836,    1,    0,   11,   58
 836,    2,    6,   11,   57
 836,    3,   12,   11,   56
 836,    4,   18,   11,   55
 836,    5,   24,   11,   54
 836,    6,   30,   10,   54
 836,    7,   36,    9,   54
 836,    8,   42,    8,   54
 836,    9,   48,    7,   54
 836,   10,   54,    6,   54
 836,   11,   60,    5,   54
   0,  837,    0,    0,   54
 837,    1,    1,    0,   53
 837,    2,    7,    0,   52
 837,    3,   13,    0,   51
 837,    4,   19,    0,   50
 837,    5,   25,    0,   49
 837,    6,   31,    0,   48
 837,    7,   37,    0,   47
 837,    8,   43,    0,   46
 837,    9,   49,    0,   45
 837,   10,   55,    0,   44
 837,   11,   61,    1,   44
   0,  838,    0,   11,   65
 838,    1,    2,   11,   64
 838,    2,    8,   11,   63
 838,    3,   14,   11,   62
 838,    4,   20,   11,   61
 838,    5,   26,   11,   60
 838,    6,   32,   10,   60
 838,    7,   38,    9,   60
 838,    8,   44,    8,   60
 838,    9,   50,    7,   60
 838,   10,   56,    6,   60
 838,   11,   62,    5,   60
   0,  839,    0,    1,   37
 839,    1,    3,    1,   36
 839,    2,    9,    1,   35
 839,    3,   15,    1,   34
 839,    4,   21,    1,   33
 839,    5,   27,    1,   32
 839,    6,   33,    1,   31
 839,    7,   39,    1,   30
 839,    8,   45,    1,   29
 839,    9,   51,    1,   28
 839,   10,   57,    1,   27
 839,   11,   63,    1,   26
   0,  840,    0,   10,   62
 840,    1,    4,   10,   61
 840,    2,   10,   10,   60
 840,    3,   16,   10,   59
 840,    4,   22,   10,   58
 840,    5,   28,   10,   57
 840,    6,   34,   10,   56
 840,    7,   40,   10,   55
 840,    8,   46,   10,   54
 840,    9,   52,   10,   53
 840,   10,   58,   10,   52
 840,   11,   64,   10,   51
   0,  841,    0,   10,   36
 841,    1,    5,   10,   35
 841,    2,   11,   10,   34
 841,    3,   17,   10,   33
 841,    4,   23,   10,   32
 841,    5,   29,   10,   31
 841,    6,   35,   10,   30
 841,    7,   41,   10,   29
 841,    8,   47,   10,   28
 841,    9,   53,   10,   27
 841,   10,   59,   10,   26
   0,  842,    0,    0,   58
 842,    1,    0,    0,   57
 842,    2,    6,    0,   56
 842,    3,   12,    0,   55
 842,    4,   18,    0,   54
 842,    5,   24,    0,   53
 842,    6,   30,    0,   52
 842,    7,   36,    0,   51
 842,    8,   42,    0,   50
 842,    9,   48,    0,   49
 842,   10,   54,    0,   48
 842,   11,   60,    0,   47
   0,  843,    0,   10,   62
 843,    1,    1,   10,   61
 843,    2,    7,   10,   60
 843,    3,   13,   10,   59
 843,    4,   19,   10,   58
 843,    5,   25,   10,   57
 843,    6,   31,   10,   56
 843,    7,   37,   10,   55
 843,    8,   43,   10,   54
 843,    9,   49,   10,   53
 843,   10,   55,   10,   52
 843,   11,   61,   10,   51
   0,  844,    0,    1,   23
 844,    1,    2,    1,   22
 844,    2,    8,    1,   21
 844,    3,   14,    1,   20
 844,    4,   20,    1,   19
 844,    5,   26,    1,   18
 844,    6,   32,    1,   17
 844,    7,   38,    1,   16
 844,    8,   44,    1,   15
 844,    9,   50,    1,   14
 844,   10,   56,    1,   13
 844,   11,   62,    1,   12
   0,  845,    0,    0,   65
 845,    1,    3,    1,   65
 845,    2,    9,    2,   65
 845,    3,   15,    3,   65
 845,    4,   21,    4,   65
 845,    5,   27,    5,   65
 845,    6,   33,    6,   65
 845,    7,   39,    7,   65
 845,    8,   45,    8,   65
 845,    9,   51,    9,   65
 845,   10,   57,   10,   65
 845,   11,   63,   11,   65
   0,  846,    0,    0,   48
 846,    1,    4,    0,   47
 846,    2,   10,    0,   46
 846,    3,   16,    0,   45
 846,    4,   22,    0,   44
 846,    5,   28,    0,   43
 846,    6,   34,    0,   42
 846,    7,   40,    0,   41
 846,    8,   46,    0,   40
 846,    9,   52,    0,   39
 846,   10,   58,    0,   38
 846,   11,   64,    0,   37
   0,  847,    0,    1,   32
 847,    1,    5,    1,   31
 847,    2,   11,    1,   30
 847,    3,   17,    1,   29
 847,    4,   23,    1,   28
 847,    5,   29,    1,   27
 847,    6,   35,    1,   26
 847,    7,   41,    1,   25
 847,    8,   47,    1,   24
 847,    9,   53,    1,   23
 847,   10,   59,    1,   22
   0,  848,    0,   10,   38
 848,    1,    0,   10,   37
 848,    2,    6,   10,   36
 848,    3,   12,   10,   35
 848,    4,   18,   10,   34
 848,    5,   24,    9,   34
 848,    6,   30,    8,   34
 848,    7,   36,    7,   34
 848,    8,   42,    6,   34
 848,    9,   48,    5,   34
 848,   10,   54,    4,   34
 848,   11,   60,    3,   34
   0,  849,    0,   11,   59
 849,    1,    1,   10,   59
 849,    2,    7,    9,   59
 849,    3,   13,    8,   59
 849,    4,   19,    7,   59
 849,    5,   25,    6,   59
 849,    6,   31,    5,   59
 849,    7,   37,    4,   59
 849,    8,   43,    3,   59
 849,    9,   49,    2,   59
 849,   10,   55,    1,   59
 849,   11,   61,    2,   59
   0,  850,    0,    0,   38
 850,    1,    2,    0,   37
 850,    2,    8,    0,   36
 850,    3,   14,    0,   35
 850,    4,   20,    0,   34
 850,    5,   26,    0,   33
 850,    6,   32,    0,   32
 850,    7,   38,    1,   32
 850,    8,   44,    2,   32
 850,    9,   50,    3,   32
 850,   10,   56,    4,   32
 850,   11,   62,    5,   32
   0,  851,    0,   11,   57
 851,    1,    3,   11,   56
 851,    2,    9,   11,   55
 851,    3,   15,   11,   54
 851,    4,   21,   11,   53
 851,    5,   27,   11,   52
 851,    6,   33,   11,   51
 851,    7,   39,   11,   50
 851,    8,   45,   11,   49
 851,    9,   51,   10,   49
 851,   10,   57,    9,   49
 851,   11,   63,    8,   49
   0,  852,    0,   10,   59
 852,    1,    4,   10,   58
 852,    2,   10,   10,   57
 852,    3,   16,   10,   56
 852,    4,   22,   10,   55
 852,    5,   28,   10,   54
 852,    6,   34,   10,   53
 852,    7,   40,   10,   52
 852,    8,   46,   10,   51
 852,    9,   52,   10,   50
 852,   10,   58,   10,   49
 852,   11,   64,   10,   48
   0,  853,    0,    0,   64
 853,    1,    5,    0,   63
 853,    2,   11,    0,   62
 853,    3,   17,    0,   61
 853,    4,   23,    0,   60
 853,    5,   29,    0,   59
 853,    6,   35,    0,   58
 853,    7,   41,    0,   57
 853,    8,   47,    1,   57
 853,    9,   53,    2,   57
   0,  854,    0,    0,   59
 854,    1,    2,    0,   58
 854,    2,    8,    0,   57
 854,    3,   14,    0,   56
 854,    4,   20,    0,   55
 854,    5,   26,    0,   54
 854,    6,   32,    0,   53
 854,    7,   38,    0,   52
 854,    8,   44,    1,   52
 854,    9,   50,    2,   52
   0,  855,    0,   10,   40
 855,    1,    4,   10,   39
 855,    2,   10,   10,   38
 855,    3,   16,   10,   37
 855,    4,   22,   10,   36
 855,    5,   28,   10,   35
 855,    6,   34,   10,   34
 855,    7,   40,   10,   33
 855,    8,   46,   10,   32
 855,    9,   52,   10,   31
 855,   10,   58,   10,   30
 855,   11,   64,   10,   29
   0,  856,    0,    1,   44
 856,    1,    5,    1,   43
 856,    2,   11,    1,   42
 856,    3,   17,    1,   41
 856,    4,   23,    2,   41
 856,    5,   29,    3,   41
 856,    6,   35,    4,   41
   0,  857,    0,    1,   57
 857,    1,    0,    1,   56
 857,    2,    6,    1,   55
 857,    3,   12,    1,   54
 857,    4,   18,    1,   53
 857,    5,   24,    1,   52
 857,    6,   30,    1,   51
 857,    7,   36,    1,   50
 857,    8,   42,    1,   49
 857,    9,   48,    1,   48
 857,   10,   54,    1,   47
 857,   11,   60,    1,   46
   0,  858,    0,    0,   36
 858,    1,    1,    0,   35
 858,    2,    7,    1,   35
 858,    3,   13,    2,   35
 858,    4,   19,    3,   35
 858,    5,   25,    4,   35
 858,    6,   31,    5,   35
   0,  859,    0,   10,   46
 859,    1,    2,   10,   45
 859,    2,    8,   10,   44
 859,    3,   14,    9,   44
 859,    4,   20,    8,   44
 859,    5,   26,    7,   44
 859,    6,   32,    6,   44
 859,    7,   38,    5,   44
   0,  860,    0,   11,   57
 860,    1,    0,   11,   56
 860,    2,    6,   11,   55
 860,    3,   12,   10,   55
 860,    4,   18,    9,   55
 860,    5,   24,    8,   55
 860,    6,   30,    7,   55
 860,    7,   36,    6,   55
 860,    8,   42,    5,   55
 860,    9,   48,    4,   55
 860,   10,   54,    3,   55
   0,  861,    0,    0,   25
 861,    1,    5,    0,   24
 861,    2,   11,    0,   23
 861,    3,   17,    0,   22
 861,    4,   23,    0,   21
 861,    5,   29,    0,   20
 861,    6,   35,    1,   20
 861,    7,   41,    2,   20
 861,    8,   47,    3,   20
 861,    9,   53,    4,   20
 861,   10,   59,    5,   20
   0,  862,    0,   10,   52
 862,    1,    0,   10,   51
 862,    2,    6,   10,   50
 862,    3,   12,   10,   49
 862,    4,   18,   10,   48
 862,    5,   24,   10,   47
 862,    6,   30,   10,   46
 862,    7,   36,   10,   45
 862,    8,   42,   10,   44
 862,    9,   48,   10,   43
 862,   10,   54,   10,   42
 862,   11,   60,   10,   41
   0,  863,    0,    0,   65
 863,    1,    1,    0,   64
 863,    2,    7,    0,   63
 863,    3,   13,    0,   62
 863,    4,   19,    0,   61
 863,    5,   25,    0,   60
 863,    6,   31,    0,   59
 863,    7,   37,    0,   58
 863,    8,   43,    0,   57
 863,    9,   49,    0,   56
 863,   10,   55,    0,   55
 863,   11,   61,    1,   55
   0,  864,    0,    1,   29
 864,    1,    2,    1,   28
 864,    2,    8,    1,   27
 864,    3,   14,    1,   26
 864,    4,   20,    1,   25
 864,    5,   26,    1,   24
 864,    6,   32,    2,   24
 864,    7,   38,    3,   24
 864,    8,   44,    4,   24
 864,    9,   50,    5,   24
 864,   10,   56,    6,   24
