nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y,  A15x,  A15y,  A16x,  A16y,  A17x,  A17y,  A18x,  A18y,  A19x,  A19y 
 863,    1,   51,    1,   16,    1,   18,   10,   38,    0,   36,    0,   60,   10,   45,    1,   32,    1,   56,    0,   43,    0,   25,   10,   63,    0,   54,    0,   62,    0,   43,    1,   35,    0,   45,    0,   34,    0,   37,    0,   62
 864,   10,   36,   11,   58,   11,   59,   11,   59,   10,   43,    1,   13,    1,   24,   11,   60,   11,   59,   10,   57,    1,   36,    0,   50,   11,   58,   10,   54,    1,   24,    0,   40,   10,   40,    1,   28,    0,   22,    0,   28
 865,   11,   56,    0,   44,   10,   36,   10,   40,   10,   60,   10,   57,   11,   57,    1,   17,    0,   62,    1,   53,    0,   59,   11,   57,    0,   45,    0,   63,    0,   48,    1,   13,   10,   45,   11,   63,    1,   13,    0,   21
 866,   11,   56,    0,   34,   10,   53,    1,   62,    1,   15,   11,   55,    1,   58,    0,   19,    0,   26,    0,   64,    0,   62,   11,   58,    0,   59,   11,   60,   10,   51,    0,   55,    1,   26,   11,   57,    0,   26,    0,   53
 867,   10,   48,    0,   36,    1,   29,    1,   53,    0,   34,    1,   57,    0,   61,   10,   47,   11,   57,    0,   65,    1,   56,   11,   59,   11,   56,   11,   56,   11,   65,   10,   59,    1,   25,   10,   42,    1,   59,    1,   31
 868,   11,   62,   11,   59,    0,   56,   10,   57,   11,   58,   10,   52,   10,   38,    0,   29,   10,   50,    0,   27,   10,   41,   11,   57,   11,   64,   10,   50,   10,   37,    1,   31,   10,   56,   10,   38,    1,   28,   11,   55
 869,    0,   23,    0,   49,    0,   28,    0,   50,   10,   49,   10,   54,    0,   41,   11,   55,   10,   58,   11,   55,   11,   63,    1,   58,   10,   59,    1,   36,   10,   53,    0,   49,   10,   46,   10,   45,    1,   53,    1,   28
 870,   10,   58,    0,   32,    0,   57,    1,   38,    1,   59,    0,   63,    1,   32,    0,   35,    1,   21,   11,   59,    1,   62,   11,   58,    1,   14,   10,   53,   10,   46,    1,   18,   11,   63,    0,   50,   10,   64,    1,   54
 871,   10,   61,   11,   57,   10,   64,    0,   63,    1,   44,   10,   65,    0,   63,   11,   65,    0,   63,   10,   56,   10,   43,    1,   38,    0,   32,    0,   58,   11,   63,   10,   45,   10,   54,   10,   36,   11,   64,    1,   32
 872,    0,   56,   10,   46,   10,   62,   11,   58,    0,   37,    1,   53,    0,   37,    0,   61,    1,   31,   10,   58,   11,   64,    1,   13,   10,   65,   11,   61,    0,   36,    0,   18,    1,   48,   10,   64,    1,   24,    1,   26
 873,    0,   38,   11,   60,    0,   19,   11,   58,    0,   44,    1,   61,    1,   31,    1,   42,   10,   36,   10,   38,   11,   56,    1,   28,   11,   54,   10,   55,   10,   59,    0,   63,    1,   63,   10,   65,    0,   22,    1,   41
 874,    1,   40,    1,   51,   11,   57,   11,   64,    0,   42,    0,   62,   10,   45,    1,   20,    0,   28,   11,   65,    0,   31,    0,   44,    1,   19,    0,   55,   11,   59,    0,   59,   10,   61,    1,   54,   10,   39,   10,   39
 875,    0,   64,    1,   30,   10,   51,    1,   42,   11,   56,   11,   58,   11,   59,    1,   29,   11,   58,    1,   26,    0,   18,   11,   65,   10,   56,    0,   46,    1,   45,    0,   40,   10,   56,   11,   61,    0,   39,    1,   55
 876,   11,   63,    1,   33,   11,   59,    1,   29,    1,   48,    1,   60,    0,   54,    1,   21,   11,   64,    1,   24,   11,   61,    1,   40,   10,   48,   10,   41,   10,   37,   11,   54,    1,   59,   10,   38,   10,   59,    0,   60
 877,   11,   55,   10,   37,    1,   17,   11,   57,   10,   51,   10,   52,   10,   64,   10,   49,   10,   55,   10,   40,    1,   56,   11,   59,   10,   40,   10,   51,    1,   37,   10,   57,    0,   43,    0,   64,   10,   62,    1,   35
 878,   11,   65,    0,   48,    1,   21,    1,   42,    0,   55,    1,   39,    1,   38,    1,   23,   10,   56,   10,   43,    1,   36,    1,   41,   11,   55,    0,   36,   10,   45,   11,   62,   11,   54,    1,   58,    1,   59,    1,   42
 879,    0,   37,   10,   60,    1,   17,    0,   45,    1,   38,   11,   65,   10,   45,    1,   39,   11,   64,    0,   42,   10,   53,    0,   63,   10,   60,    1,   39,   10,   38,    0,   51,    1,   33,    0,   51,   10,   37,    1,   61
 880,    1,   26,   10,   63,    1,   28,   10,   45,    0,   58,    0,   61,    0,   57,   11,   64,    1,   32,    1,   34,    0,   21,   11,   58,    0,   34,   11,   59,   11,   57,    0,   25,    1,   31,   10,   53,    0,   61,    1,   60
 881,   11,   57,   11,   59,   10,   48,    1,   36,    0,   35,    1,   65,   11,   59,    1,   36,    1,   60,   10,   50,    0,   57,   11,   63,   10,   54,   11,   61,   11,   55,   10,   36,   10,   61,   10,   53,   11,   63,   10,   58
 882,   11,   55,   10,   40,    1,   16,    0,   64,    1,   53,   11,   58,    1,   17,    1,   48,   10,   50,   11,   63,    0,   32,   11,   54,   11,   61,    1,   29,    0,   28,   11,   61,   11,   60,    0,   65,   11,   60,    0,   48
 883,   11,   58,    1,   59,    0,   26,   11,   65,   10,   62,    0,   23,   11,   60,   10,   37,   11,   59,    1,   28,    0,   61,   11,   54,    0,   30,   10,   52,    1,   25,    0,   32,   11,   65,    1,   59,    1,   60,    0,   55
 884,    0,   62,    0,   19,   10,   55,   11,   59,   10,   59,   10,   55,    1,   18,    0,   62,   11,   57,   11,   54,   11,   56,   11,   56,   11,   62,    1,   64,   11,   59,    0,   40,    1,   16,    1,   52,    0,   47,    1,   12
 885,    0,   45,    1,   45,    0,   30,   11,   64,   10,   60,   10,   42,    0,   32,    1,   22,   11,   57,    1,   24,   11,   60,   11,   60,   11,   61,    0,   57,   11,   60,   11,   55,   10,   41,   11,   60,    1,   29,   10,   47
 886,    0,   45,    1,   59,   11,   63,    1,   39,    1,   51,    1,   12,   11,   64,   10,   58,   10,   39,    1,   15,    1,   27,   11,   56,    0,   27,    0,   30,   10,   47,   10,   42,   11,   54,   10,   51,    0,   61,   10,   58
 887,    1,   30,    0,   63,   10,   65,    0,   18,    0,   20,    1,   35,   10,   55,   10,   48,   11,   54,    0,   38,    1,   43,    0,   46,    0,   34,    1,   62,   11,   58,   11,   59,   10,   50,   10,   59,    0,   22,    0,   26
 888,   11,   56,    0,   61,    1,   40,    0,   26,    0,   43,   11,   60,    0,   39,    0,   18,    0,   45,    0,   60,    1,   31,    0,   43,    1,   32,   10,   52,    0,   39,    0,   37,   10,   55,    1,   53,    0,   45,    0,   58
 889,   11,   63,    0,   27,    0,   52,   10,   47,   10,   52,    0,   22,    1,   33,    0,   49,    1,   36,    1,   26,    0,   18,    0,   44,    1,   28,    1,   22,    1,   27,   11,   54,   11,   61,    0,   61,    1,   34,   10,   45
 890,    0,   45,   10,   45,    0,   45,   10,   60,   10,   38,   10,   51,    1,   40,    0,   49,    0,   40,    0,   31,   11,   56,   10,   61,   11,   56,    1,   59,    1,   35,    0,   39,    0,   64,    1,   25,    1,   19,    0,   21
 891,    0,   23,   11,   64,   11,   60,   10,   41,   10,   45,   11,   62,   11,   60,    1,   26,    1,   15,    0,   31,   10,   43,    0,   24,   11,   58,    0,   40,   11,   58,    1,   59,    0,   31,    1,   35,    0,   18,   11,   56
 892,    1,   56,   11,   56,    1,   24,    0,   56,    1,   40,   10,   47,    0,   29,   10,   44,    0,   57,   11,   58,   10,   48,   11,   57,    1,   23,    0,   57,    1,   53,   10,   42,   10,   38,    1,   47,   10,   38,   11,   61
 893,   10,   44,    1,   47,    0,   51,    0,   51,    0,   27,   10,   58,    0,   31,    1,   46,   10,   42,    1,   16,   11,   63,   10,   49,   11,   65,   10,   55,   10,   36,    1,   35,    0,   28,    0,   49,    0,   25,   11,   54
 894,    0,   56,   11,   57,    1,   31,    1,   29,   10,   65,    0,   28,    0,   51,   11,   61,   10,   46,   10,   60,   11,   54,   11,   54,    0,   57,    0,   31,    1,   35,   10,   64,    0,   61,   10,   38,    0,   36,    0,   29
 895,    0,   36,   10,   40,   11,   64,   11,   58,    1,   21,    0,   56,    0,   57,   10,   57,   10,   38,   10,   40,   11,   55,    0,   29,    1,   17,   11,   59,   10,   42,    1,   48,   11,   61,   11,   57,   11,   61,    1,   21
 896,    0,   47,    1,   44,   11,   63,   11,   63,   11,   61,   10,   39,    1,   25,   11,   62,   10,   58,   11,   65,    0,   46,    1,   53,   11,   60,    0,   46,   11,   58,    1,   58,   11,   55,    0,   63,    1,   57,    1,   49
 897,    0,   38,    1,   26,    0,   36,    0,   34,   10,   38,    0,   45,   11,   56,   11,   59,   11,   65,    1,   34,   11,   54,    1,   58,   10,   46,   11,   54,    0,   52,   11,   65,    1,   52,   11,   59,    1,   22,   11,   64
 898,   11,   59,   11,   65,    1,   37,   10,   43,    1,   63,    1,   13,    0,   47,    1,   15,   11,   54,   11,   61,   10,   56,    0,   52,    1,   57,   10,   49,    0,   53,   10,   46,   11,   63,   10,   42,    0,   27,    1,   52
 899,    1,   38,   10,   42,    0,   28,    0,   53,   10,   48,   10,   37,    1,   43,   10,   54,    1,   54,   10,   54,    1,   38,    1,   25,   10,   55,    1,   46,    1,   39,   11,   63,    1,   26,    0,   36,    0,   36,   10,   52
 900,   10,   40,   10,   65,   11,   58,   11,   56,   10,   53,   10,   39,    0,   19,   10,   36,   11,   62,    0,   56,    1,   19,   11,   55,   10,   64,    0,   23,    0,   55,   11,   58,    0,   34,    0,   28,    0,   41,    1,   57
 901,    1,   62,   10,   58,    0,   32,   10,   60,   11,   63,    1,   38,   10,   62,    1,   18,    1,   46,   11,   57,    0,   40,   11,   58,    1,   38,   10,   36,    0,   31,    1,   30,   10,   56,   11,   56,    1,   52,    1,   65
 902,    1,   53,   10,   56,    1,   52,   10,   61,    1,   18,    0,   32,   10,   51,    0,   33,    0,   41,   11,   65,   10,   41,   11,   65,   10,   51,    0,   25,    0,   29,   11,   63,   10,   58,   11,   60,   10,   36,   10,   51
 903,    1,   59,    1,   54,    1,   27,   10,   56,   11,   61,   10,   53,   10,   63,    0,   43,    0,   51,   11,   56,    1,   46,   11,   60,   11,   58,    0,   29,   11,   61,   11,   65,    1,   18,   11,   55,   10,   37,   10,   36
 904,    0,   47,   11,   59,    0,   28,    0,   19,    0,   45,   11,   58,   11,   56,   10,   40,    0,   62,    0,   38,    0,   55,    0,   33,   10,   62,   10,   53,    0,   46,   10,   56,   10,   56,   10,   61,   11,   62,    1,   37
 905,    1,   38,   10,   60,    0,   44,    0,   45,    1,   46,    1,   63,   10,   46,   10,   56,    0,   60,   10,   36,   11,   54,   11,   65,   11,   54,    0,   63,   11,   64,    0,   43,   10,   38,    1,   20,   10,   59,    1,   62
 906,    1,   57,    1,   14,    1,   59,   11,   61,    0,   57,    1,   33,   11,   59,    1,   47,    1,   38,   11,   65,    1,   58,    0,   51,   10,   63,    0,   45,    1,   41,    1,   25,   10,   39,   11,   62,    0,   21,    0,   29
 907,    0,   26,    0,   50,    1,   12,   11,   60,    1,   56,   11,   61,    0,   57,    0,   56,   10,   43,    0,   60,    0,   33,    1,   49,   10,   57,    1,   30,   11,   54,    0,   33,   10,   62,   11,   61,    0,   40,    1,   30
 908,    1,   49,    1,   43,   11,   59,   10,   38,    1,   60,    0,   48,    0,   46,    0,   26,    0,   64,    1,   49,   10,   37,    0,   24,   11,   54,   11,   63,    1,   54,    0,   60,   10,   42,   10,   43,   11,   56,   11,   54
 909,   10,   41,    0,   59,   10,   62,   10,   43,   10,   62,   11,   57,   10,   53,    1,   43,    1,   63,   10,   48,   11,   54,    1,   59,    1,   32,   10,   54,   10,   58,   10,   60,    1,   16,   10,   56,   11,   64,   10,   45
 910,    1,   52,   11,   63,    0,   20,   11,   59,    1,   14,    0,   23,   10,   52,    1,   51,    1,   52,    1,   44,    1,   25,   10,   61,   11,   62,    1,   32,   11,   58,    1,   22,   10,   42,    1,   56,   10,   63,    1,   51
 911,    0,   47,    0,   62,    0,   43,    0,   62,   10,   40,   10,   49,    1,   15,    0,   19,    0,   22,    0,   27,    1,   61,   11,   57,   10,   39,    0,   18,    1,   24,   11,   58,   10,   57,   11,   64,    1,   19,    0,   57
 912,    1,   55,    1,   58,    0,   21,    0,   38,   11,   56,   11,   61,   10,   49,    0,   57,   11,   63,   11,   63,   11,   58,    0,   40,    1,   15,   10,   57,    1,   28,   11,   65,   11,   60,   11,   58,    1,   34,   10,   43
 913,    0,   32,   10,   64,    0,   57,   11,   57,   11,   58,    1,   65,   10,   46,    1,   38,    0,   48,   10,   46,    0,   60,   10,   45,    1,   52,    1,   64,   10,   63,   11,   54,    0,   42,    1,   31,    0,   65,    0,   60
 914,    1,   45,    1,   21,    0,   63,    0,   57,   11,   54,   10,   46,    0,   55,    1,   42,    0,   53,    1,   44,    0,   20,    0,   33,    1,   33,    0,   19,    1,   15,    0,   45,    0,   19,    0,   32,    1,   31,    0,   20
 915,    0,   59,    1,   50,   10,   59,   10,   39,    0,   57,   10,   48,    0,   42,    1,   39,    0,   53,    0,   29,   11,   64,    0,   20,   11,   62,    0,   39,    1,   17,    0,   50,    1,   25,    0,   29,   11,   54,    0,   38
 916,   10,   53,   11,   64,   10,   63,    0,   39,   11,   58,   11,   54,    1,   19,   11,   64,   11,   64,   10,   56,   11,   54,   10,   53,    1,   53,    1,   40,    0,   45,   11,   56,   10,   52,   10,   42,    0,   29,   10,   41
 917,    0,   33,    1,   23,   10,   64,   11,   55,   11,   57,   10,   47,   10,   42,   11,   60,   11,   59,   10,   48,    0,   53,   11,   61,   10,   65,    0,   30,    1,   12,   10,   38,   10,   56,    1,   24,    1,   59,    1,   31
 918,   11,   58,   10,   50,   11,   55,   11,   64,   10,   54,    1,   65,    1,   15,   11,   58,    0,   58,   11,   61,    1,   45,   10,   38,    0,   31,    1,   30,    1,   56,   11,   54,    0,   53,   11,   55,   10,   49,   11,   58
 919,    0,   54,   11,   63,    0,   34,   11,   58,   10,   37,    0,   19,   11,   65,   10,   42,    0,   58,    1,   36,   10,   62,    0,   28,   10,   64,    1,   46,   10,   42,    1,   20,   10,   52,    1,   18,    0,   56,   11,   64
 920,   11,   57,    0,   49,   10,   51,    0,   20,   10,   36,   11,   54,    1,   61,    1,   47,   11,   56,   10,   47,    1,   61,    1,   57,    1,   42,   10,   50,   10,   44,   11,   56,    0,   31,    1,   32,    0,   30,    1,   56
 921,   10,   64,    0,   30,    0,   24,   10,   51,    1,   52,    0,   31,   11,   59,   10,   49,    1,   58,    1,   43,   10,   53,   11,   55,    0,   51,   10,   49,   11,   54,   10,   42,    1,   65,    0,   45,    1,   32,    1,   21
 922,   10,   36,   10,   46,   10,   59,   10,   42,   10,   64,   11,   62,   10,   63,   11,   65,    1,   55,   11,   57,    0,   62,   11,   55,    1,   64,    0,   42,   11,   55,    0,   33,   10,   50,   11,   56,   10,   58,   10,   39
 923,   10,   49,    0,   36,   11,   60,    0,   35,    1,   13,    1,   44,   11,   64,    0,   64,   11,   57,   10,   53,   11,   56,   11,   58,    1,   24,    0,   37,    1,   18,   10,   59,    0,   49,   11,   61,    1,   31,    0,   47
 924,   10,   55,    0,   60,    1,   57,    0,   38,    1,   41,    0,   58,    1,   38,    0,   18,   11,   63,   11,   62,    1,   19,    0,   30,   11,   62,   10,   65,    0,   58,    1,   50,    1,   64,   11,   62,   11,   60,    0,   35
 925,   11,   59,    1,   33,    0,   64,   10,   39,   11,   62,    1,   31,   11,   59,    0,   30,    0,   46,   10,   37,   10,   36,   11,   58,   10,   36,    0,   52,   11,   58,    0,   47,   11,   60,    1,   13,    0,   52,    1,   60
 926,   11,   55,   11,   65,   10,   53,   11,   60,    0,   53,    1,   41,    0,   46,    1,   57,   10,   48,    1,   33,   10,   36,   11,   63,    1,   36,   11,   58,    0,   59,    1,   39,   10,   50,    0,   48,    0,   24,   11,   55
 927,   11,   58,    0,   60,   11,   58,    1,   18,    1,   39,    0,   48,   11,   61,    0,   62,    0,   21,    0,   52,   11,   64,   11,   56,   10,   64,   11,   55,   11,   54,    1,   19,    0,   59,   10,   58,   11,   58,   10,   42
 928,    1,   47,   10,   49,   11,   55,    0,   42,   10,   50,   11,   60,    0,   44,   11,   55,   11,   64,    1,   36,    1,   40,   10,   61,   11,   56,    0,   21,   11,   58,    1,   42,   11,   58,   11,   60,    1,   50,   11,   65
 929,   10,   43,    1,   50,    0,   35,    1,   30,    0,   39,    0,   57,    0,   50,    0,   52,   10,   39,   10,   59,   10,   36,    0,   20,    0,   18,    1,   50,   11,   64,    0,   40,    0,   20,   10,   55,   11,   61,   11,   64
 930,    1,   23,   10,   36,    1,   56,   10,   60,   11,   65,   10,   36,   11,   54,   11,   60,   10,   62,    1,   46,    1,   50,   10,   59,   10,   51,   10,   49,   10,   62,    1,   43,   11,   59,   10,   52,    1,   45,    1,   22
 931,    1,   59,    0,   51,   10,   51,   11,   64,    0,   18,   11,   60,   11,   55,    0,   47,   11,   63,   10,   56,   10,   47,   10,   55,    0,   52,   10,   64,   11,   60,    0,   27,   11,   65,   10,   43,    1,   23,    1,   46
 932,    0,   40,    0,   63,   10,   50,    1,   31,    0,   44,    1,   39,    1,   61,    0,   55,    0,   49,   10,   52,   11,   65,    0,   59,   10,   58,   10,   43,    1,   44,    1,   47,    0,   62,   11,   59,    0,   41,   11,   57
 933,    0,   62,    1,   34,   11,   60,   11,   54,   10,   53,    1,   55,    1,   35,    0,   38,    0,   50,   10,   42,    0,   44,   10,   65,    1,   34,    1,   28,    1,   39,   10,   63,   10,   64,    1,   44,    0,   28,    0,   39
 934,   11,   58,    1,   50,   10,   51,    0,   35,   11,   54,    0,   19,   10,   54,   11,   58,    0,   49,   11,   54,   11,   56,   11,   63,    1,   62,    1,   44,    1,   54,    1,   26,    0,   30,   11,   57,    0,   46,   10,   37
